TransactionId,TransactionDate,CustomerId
269,2019-12-01,1251
270,2019-03-17,1919
271,2019-05-25,2099
272,2019-01-10,817
273,2019-05-27,1596
274,2019-09-10,2714
275,2019-09-22,2904
276,2019-11-22,556
277,2019-11-12,2250
278,2019-02-28,1761
279,2019-03-01,1673
280,2019-10-04,2496
281,2019-06-19,384
282,2019-03-09,2816
283,2019-03-20,2105
284,2019-09-09,2766
285,2019-06-16,2137
286,2019-09-10,2405
287,2019-12-24,1881
288,2019-02-12,285
289,2019-10-12,1630
290,2019-08-07,832
291,2019-02-26,830
292,2019-08-18,2030
293,2019-07-16,2204
294,2019-06-13,2631
295,2019-07-16,8
296,2019-09-23,1911
297,2019-06-04,345
298,2019-10-31,1614
299,2019-04-23,565
300,2019-05-17,1872
301,2019-05-27,540
302,2019-01-29,406
303,2019-02-02,2109
304,2019-12-18,461
305,2019-09-18,1935
306,2019-09-17,2405
307,2019-02-27,438
308,2019-10-09,2074
309,2019-10-05,1316
310,2019-09-16,466
311,2019-10-27,2056
312,2019-09-10,2066
313,2019-08-09,1132
314,2019-06-14,749
315,2019-04-16,761
316,2019-08-21,1653
317,2019-09-23,481
318,2019-02-26,1940
319,2019-06-07,1908
320,2019-07-24,2989
321,2019-09-19,1354
322,2019-10-09,899
323,2019-10-28,586
324,2019-11-03,1953
325,2019-06-30,13
326,2019-11-23,2933
327,2019-03-16,1105
328,2019-06-03,1504
329,2019-07-07,208
330,2019-12-22,193
331,2019-01-21,100
332,2019-04-25,2748
333,2019-04-08,2902
334,2019-05-30,1311
335,2019-10-18,304
336,2019-05-17,688
337,2019-03-14,18
338,2019-03-22,336
339,2019-09-07,2205
340,2019-02-08,557
341,2019-07-07,720
342,2019-06-12,1281
343,2019-03-25,965
344,2019-01-04,898
345,2019-04-07,114
346,2019-03-11,2224
347,2019-04-21,936
348,2019-04-15,1888
349,2019-03-25,2775
350,2019-09-06,198
351,2019-12-03,2410
352,2019-08-09,682
353,2019-04-30,258
354,2019-10-04,586
355,2019-12-01,2369
356,2019-04-22,414
357,2019-11-22,1965
358,2019-04-04,2684
359,2019-11-12,1145
360,2019-10-28,1529
361,2019-06-02,1442
362,2019-09-05,657
363,2019-05-07,362
364,2019-07-21,926
365,2019-03-31,1414
366,2019-09-11,2703
367,2019-08-02,826
368,2019-12-19,702
369,2019-05-24,741
370,2019-03-16,140
371,2019-02-16,541
372,2019-09-01,2024
373,2019-10-10,872
374,2019-02-08,837
375,2019-10-20,2488
376,2019-06-04,1228
377,2019-07-13,1081
378,2019-12-02,584
379,2019-04-17,1340
380,2019-11-20,1773
381,2019-03-02,1694
382,2019-06-16,980
383,2019-05-30,449
384,2019-07-16,2883
385,2019-02-24,1958
386,2019-06-18,297
387,2019-09-02,2700
388,2019-01-09,894
389,2019-05-25,1490
390,2019-11-13,2801
391,2019-05-15,1326
392,2019-05-05,364
393,2019-03-11,1195
394,2019-08-14,1495
395,2019-06-08,2155
396,2019-02-17,2559
397,2019-08-14,1761
398,2019-02-17,2526
399,2019-08-16,156
400,2019-01-31,2827
401,2019-08-31,1207
402,2019-06-07,118
403,2019-11-09,278
404,2019-05-31,1036
405,2019-12-05,1959
406,2019-11-29,1033
407,2019-01-15,556
408,2019-03-17,2864
409,2019-02-14,2420
410,2019-07-08,2886
411,2019-10-25,913
412,2019-05-01,800
413,2019-04-03,2331
414,2019-11-13,2319
415,2019-10-22,1388
416,2019-05-27,2016
417,2019-08-31,473
418,2019-10-23,1224
419,2019-03-19,1510
420,2019-03-02,1484
421,2019-11-03,2782
422,2019-06-16,2235
423,2019-05-24,1826
424,2019-07-12,226
425,2019-02-26,381
426,2019-11-08,2847
427,2019-11-13,921
428,2019-10-02,1491
429,2019-02-13,643
430,2019-10-05,1084
431,2019-08-21,2589
432,2019-11-14,2931
433,2019-10-23,1446
434,2019-08-03,2107
435,2019-04-17,662
436,2019-06-12,858
437,2019-04-18,2591
438,2019-08-11,2655
439,2019-12-14,2396
440,2019-08-02,1778
441,2019-11-28,2403
442,2019-03-06,1834
443,2019-02-09,2139
444,2019-07-10,2321
445,2019-02-05,1067
446,2019-02-04,666
447,2019-02-13,594
448,2019-08-03,497
449,2019-06-12,928
450,2019-05-23,533
451,2019-02-28,1247
452,2019-09-20,2713
453,2019-10-17,518
454,2019-11-20,2945
455,2019-02-11,1226
456,2019-09-29,2736
457,2019-06-25,945
458,2019-03-23,2121
459,2019-10-25,2199
460,2019-02-28,340
461,2019-02-20,1922
462,2019-11-27,2928
463,2019-07-03,890
464,2019-02-26,1579
465,2019-04-06,2958
466,2019-12-27,1483
467,2019-08-10,1052
468,2019-07-27,2289
469,2019-11-29,1420
470,2019-12-02,131
471,2019-12-28,1867
472,2019-10-25,1292
473,2019-08-14,444
474,2019-04-28,1438
475,2019-12-19,273
476,2019-09-20,142
477,2019-03-24,899
478,2019-05-03,149
479,2019-06-11,727
480,2019-10-04,1046
481,2019-12-19,101
482,2019-01-18,1561
483,2019-07-06,222
484,2019-11-28,2245
485,2019-04-28,489
486,2019-01-16,2242
487,2019-12-19,2746
488,2019-05-25,1074
489,2019-09-11,2182
490,2019-04-05,1495
491,2019-06-04,15
492,2019-04-16,780
493,2019-03-21,89
494,2019-11-02,211
495,2019-12-16,1299
496,2019-07-19,547
497,2019-02-17,1854
498,2019-02-18,264
499,2019-01-25,2967
500,2019-06-18,1222
501,2019-03-20,2513
502,2019-07-06,2428
503,2019-10-23,2600
504,2019-09-21,2437
505,2019-02-25,452
506,2019-12-12,2179
507,2019-08-29,2212
508,2019-05-13,1986
509,2019-08-04,1858
510,2019-06-04,1118
511,2019-05-06,2754
512,2019-02-28,2526
513,2019-11-08,2191
514,2019-01-15,938
515,2019-12-19,2597
516,2019-01-01,410
517,2019-02-26,2874
518,2019-02-04,2797
519,2019-10-11,1265
520,2019-04-03,481
521,2019-01-09,2439
522,2019-07-08,2072
523,2019-03-13,1202
524,2019-01-24,1036
525,2019-12-07,713
526,2019-07-23,1403
527,2019-08-07,1300
528,2019-05-25,403
529,2019-02-15,1773
530,2019-01-24,791
531,2019-10-24,2015
532,2019-01-24,516
533,2019-02-12,710
534,2019-04-24,2456
535,2019-02-18,2796
536,2019-12-05,1985
537,2019-01-06,2929
538,2019-05-27,2944
539,2019-02-16,1529
540,2019-05-09,2016
541,2019-06-12,2194
542,2019-08-21,737
543,2019-07-22,1063
544,2019-04-25,1772
545,2019-03-15,2876
546,2019-03-13,571
547,2019-11-03,1602
548,2019-11-17,1045
549,2019-09-15,591
550,2019-03-09,3000
551,2019-11-03,650
552,2019-07-24,2530
553,2019-10-30,2986
554,2019-11-20,2224
555,2019-05-15,2344
556,2019-10-21,564
557,2019-09-05,183
558,2019-08-04,2220
559,2019-12-07,764
560,2019-01-15,1790
561,2019-04-02,2683
562,2019-05-18,2755
563,2019-07-01,1979
564,2019-05-14,98
565,2019-02-01,1017
566,2019-07-24,1686
567,2019-05-03,1268
568,2019-08-16,404
569,2019-10-02,1748
570,2019-06-07,2774
571,2019-12-15,2536
572,2019-05-07,2651
573,2019-03-11,570
574,2019-08-23,2764
575,2019-07-05,433
576,2019-11-15,898
577,2019-01-23,2043
578,2019-10-13,1993
579,2019-11-08,1272
580,2019-07-03,2576
581,2019-05-22,2887
582,2019-03-14,2006
583,2019-02-07,2468
584,2019-01-24,1541
585,2019-11-02,2645
586,2019-06-21,2109
587,2019-12-02,1790
588,2019-10-26,558
589,2019-10-11,2692
590,2019-03-16,923
591,2019-08-15,1768
592,2019-11-02,507
593,2019-01-07,234
594,2019-08-02,373
595,2019-02-10,659
596,2019-12-16,163
597,2019-03-21,251
598,2019-02-27,400
599,2019-08-23,1183
600,2019-01-02,1461
601,2019-12-07,2567
602,2019-09-17,2151
603,2019-08-07,690
604,2019-10-12,2000
605,2019-12-04,1613
606,2019-05-21,948
607,2019-09-10,1432
608,2019-05-29,702
609,2019-03-17,1539
610,2019-01-19,672
611,2019-06-24,694
612,2019-10-18,2455
613,2019-05-21,153
614,2019-05-10,1414
615,2019-06-19,2313
616,2019-08-01,1536
617,2019-10-22,695
618,2019-11-17,581
619,2019-12-22,1083
620,2019-05-14,2597
621,2019-11-02,1425
622,2019-07-15,589
623,2019-05-05,2946
624,2019-07-02,2431
625,2019-04-30,2758
626,2019-06-13,2814
627,2019-09-30,2947
628,2019-09-09,2851
629,2019-12-03,2132
630,2019-12-08,1527
631,2019-09-09,708
632,2019-03-22,1817
633,2019-04-09,40
634,2019-06-14,1334
635,2019-01-03,2839
636,2019-12-09,2072
637,2019-05-28,2318
638,2019-06-18,2028
639,2019-05-25,201
640,2019-01-10,972
641,2019-09-28,982
642,2019-06-04,1642
643,2019-05-08,1269
644,2019-07-11,1654
645,2019-12-22,330
646,2019-08-04,1916
647,2019-01-05,1000
648,2019-11-22,1655
649,2019-10-07,302
650,2019-11-26,1787
651,2019-07-28,1999
652,2019-10-19,2678
653,2019-02-24,1183
654,2019-09-02,1591
655,2019-09-29,139
656,2019-12-26,2610
657,2019-10-24,1165
658,2019-01-04,2052
659,2019-06-23,719
660,2019-11-08,275
661,2019-08-20,2880
662,2019-11-03,43
663,2019-06-18,2407
664,2019-03-08,1188
665,2019-06-25,560
666,2019-01-12,1207
667,2019-07-18,1530
668,2019-07-21,1196
669,2019-10-31,320
670,2019-12-22,2496
671,2019-05-14,2981
672,2019-10-07,1403
673,2019-04-28,2112
674,2019-03-10,1867
675,2019-05-24,2123
676,2019-06-11,774
677,2019-12-09,583
678,2019-11-22,437
679,2019-05-27,599
680,2019-07-31,1771
681,2019-06-10,1788
682,2019-10-15,6
683,2019-04-14,1332
684,2019-08-14,2399
685,2019-04-30,1758
686,2019-08-02,1373
687,2019-05-09,1957
688,2019-03-01,2401
689,2019-01-14,2313
690,2019-03-18,406
691,2019-11-07,2306
692,2019-09-07,1289
693,2019-07-21,2775
694,2019-11-27,2271
695,2019-03-26,650
696,2019-08-06,872
697,2019-08-30,1286
698,2019-09-20,1345
699,2019-11-15,183
700,2019-04-05,2756
701,2019-07-02,2154
702,2019-10-01,490
703,2019-04-02,1588
704,2019-09-15,199
705,2019-11-12,116
706,2019-01-07,1546
707,2019-04-12,2232
708,2019-08-21,2148
709,2019-05-31,683
710,2019-11-15,1669
711,2019-06-01,2246
712,2019-01-21,2718
713,2019-06-19,2601
714,2019-03-12,2246
715,2019-08-06,521
716,2019-05-14,645
717,2019-06-16,2254
718,2019-03-08,234
719,2019-04-08,1686
720,2019-06-29,2723
721,2019-06-30,2994
722,2019-04-15,2279
723,2019-05-04,28
724,2019-06-06,783
725,2019-05-20,2462
726,2019-02-09,1800
727,2019-05-28,2578
728,2019-10-11,195
729,2019-07-22,371
730,2019-11-29,1340
731,2019-03-01,79
732,2019-10-04,531
733,2019-12-14,45
734,2019-07-06,29
735,2019-12-02,416
736,2019-07-02,1282
737,2019-07-02,190
738,2019-12-20,1535
739,2019-11-04,2430
740,2019-12-28,327
741,2019-03-19,1933
742,2019-11-14,943
743,2019-10-10,753
744,2019-07-07,2793
745,2019-03-22,2120
746,2019-12-07,2237
747,2019-01-15,1128
748,2019-11-03,701
749,2019-06-10,1726
750,2019-10-30,255
751,2019-07-29,1739
752,2019-02-26,1881
753,2019-02-03,926
754,2019-05-15,490
755,2019-08-13,2025
756,2019-03-06,1996
757,2019-01-28,1254
758,2019-05-14,1311
759,2019-11-09,398
760,2019-11-08,876
761,2019-09-04,1577
762,2019-09-19,468
763,2019-02-12,2352
764,2019-01-29,2902
765,2019-07-31,2781
766,2019-02-17,2395
767,2019-03-07,2115
768,2019-03-28,1734
769,2019-03-01,1197
770,2019-01-02,239
771,2019-01-19,2211
772,2019-11-12,334
773,2019-05-11,1814
774,2019-05-09,223
775,2019-12-16,1760
776,2019-07-06,1310
777,2019-02-05,2555
778,2019-05-08,1188
779,2019-09-15,1615
780,2019-05-06,2028
781,2019-06-26,1391
782,2019-08-22,1313
783,2019-11-11,649
784,2019-05-07,2105
785,2019-05-25,877
786,2019-06-16,2518
787,2019-02-21,2059
788,2019-01-27,1867
789,2019-07-08,637
790,2019-11-09,1247
791,2019-04-08,604
792,2019-02-14,2284
793,2019-04-28,314
794,2019-08-04,2680
795,2019-08-05,1440
796,2019-01-01,2047
797,2019-08-24,2149
798,2019-11-09,2643
799,2019-02-24,675
800,2019-01-11,2293
801,2019-08-12,98
802,2019-01-04,875
803,2019-10-05,1258
804,2019-07-26,366
805,2019-02-11,1862
806,2019-07-05,740
807,2019-10-01,2310
808,2019-02-04,41
809,2019-04-28,1118
810,2019-04-27,272
811,2019-04-23,158
812,2019-06-27,900
813,2019-03-05,769
814,2019-10-06,764
815,2019-07-10,1878
816,2019-07-26,1641
817,2019-11-15,1516
818,2019-02-05,2689
819,2019-01-22,1095
820,2019-05-03,1008
821,2019-01-15,2116
822,2019-01-08,62
823,2019-10-30,1415
824,2019-08-19,1165
825,2019-05-08,2844
826,2019-01-13,2768
827,2019-05-21,1312
828,2019-02-01,1462
829,2019-05-17,2284
830,2019-07-13,516
831,2019-09-21,1766
832,2019-11-17,2485
833,2019-10-26,355
834,2019-10-28,633
835,2019-12-28,1451
836,2019-01-09,415
837,2019-02-14,7
838,2019-05-27,1777
839,2019-12-27,697
840,2019-07-26,417
841,2019-07-20,2357
842,2019-08-09,310
843,2019-05-03,1864
844,2019-03-09,573
845,2019-03-24,448
846,2019-12-03,54
847,2019-11-13,1055
848,2019-02-17,1890
849,2019-01-12,1535
850,2019-04-28,179
851,2019-10-27,333
852,2019-04-19,927
853,2019-03-02,906
854,2019-07-02,263
855,2019-05-16,1010
856,2019-10-31,976
857,2019-01-15,2700
858,2019-09-09,1785
859,2019-12-20,1457
860,2019-02-04,1679
861,2019-02-23,1558
862,2019-07-25,2533
863,2019-09-15,125
864,2019-12-27,2365
865,2019-05-22,1446
866,2019-12-10,1119
867,2019-10-17,2314
868,2019-10-30,1551
869,2019-01-14,2886
870,2019-06-22,318
871,2019-11-08,2315
872,2019-02-14,945
873,2019-12-25,1491
874,2019-01-02,2254
875,2019-12-07,513
876,2019-12-10,2466
877,2019-04-11,140
878,2019-06-22,28
879,2019-08-07,2676
880,2019-10-22,1234
881,2019-10-25,2617
882,2019-06-16,237
883,2019-05-09,1300
884,2019-04-09,2215
885,2019-05-07,105
886,2019-01-23,1415
887,2019-10-11,1562
888,2019-05-31,334
889,2019-12-11,360
890,2019-11-03,2351
891,2019-10-25,1118
892,2019-02-12,2871
893,2019-05-11,828
894,2019-08-30,1321
895,2019-02-18,203
896,2019-02-18,1752
897,2019-04-06,1117
898,2019-08-19,1619
899,2019-10-25,564
900,2019-05-30,1021
901,2019-07-24,2628
902,2019-02-15,2329
903,2019-04-26,2524
904,2019-01-21,881
905,2019-09-07,1534
906,2019-12-18,2652
907,2019-05-24,323
908,2019-02-17,2672
909,2019-05-22,33
910,2019-07-12,2779
911,2019-04-04,508
912,2019-04-07,1615
913,2019-08-30,942
914,2019-08-12,6
915,2019-09-01,1398
916,2019-04-06,1038
917,2019-04-25,1776
918,2019-12-11,2424
919,2019-05-16,1408
920,2019-12-20,978
921,2019-07-17,2352
922,2019-12-27,757
923,2019-08-10,1465
924,2019-09-16,312
925,2019-04-30,37
926,2019-08-03,2818
927,2019-10-12,639
928,2019-02-19,1980
929,2019-01-25,1465
930,2019-08-14,2948
931,2019-12-27,508
932,2019-04-20,1058
933,2019-11-26,2836
934,2019-11-27,1432
935,2019-10-16,1032
936,2019-04-12,1942
937,2019-11-28,1652
938,2019-01-28,656
939,2019-10-30,1387
940,2019-09-23,1627
941,2019-08-28,2194
942,2019-03-04,2498
943,2019-01-09,879
944,2019-03-01,1244
945,2019-06-20,2183
946,2019-09-13,2834
947,2019-02-08,169
948,2019-06-02,470
949,2019-11-22,150
950,2019-11-21,2426
951,2019-12-13,2118
952,2019-03-02,1542
953,2019-06-24,2099
954,2019-08-13,1977
955,2019-03-01,1684
956,2019-11-04,665
957,2019-06-26,1320
958,2019-08-21,82
959,2019-04-14,1343
960,2019-06-05,771
961,2019-03-04,2448
962,2019-10-28,1397
963,2019-11-20,2605
964,2019-10-11,1729
965,2019-03-10,695
966,2019-02-07,2667
967,2019-02-06,270
968,2019-09-11,1948
969,2019-04-18,714
970,2019-03-25,681
971,2019-05-15,915
972,2019-02-04,2041
973,2019-08-10,1373
974,2019-03-12,1549
975,2019-11-04,719
976,2019-12-10,1047
977,2019-07-08,1834
978,2019-01-02,2310
979,2019-10-16,2944
980,2019-05-08,889
981,2019-08-27,632
982,2019-11-18,2917
983,2019-06-25,403
984,2019-09-19,440
985,2019-07-05,1501
986,2019-11-04,2883
987,2019-05-30,2814
988,2019-10-23,535
989,2019-03-12,2373
990,2019-04-13,2133
991,2019-07-31,1294
992,2019-11-19,2527
993,2019-01-11,123
994,2019-04-12,2267
995,2019-06-03,2117
996,2019-05-27,260
997,2019-02-06,2863
998,2019-11-02,2880
999,2019-02-08,1367
1000,2019-01-21,686
1001,2019-06-20,428
1002,2019-12-19,1502
1003,2019-12-25,1955
1004,2019-04-21,1642
1005,2019-04-28,2862
1006,2019-10-07,2461
1007,2019-06-12,525
1008,2019-03-06,1331
1009,2019-12-15,706
1010,2019-08-14,2451
1011,2019-01-13,2705
1012,2019-09-19,1571
1013,2019-07-16,391
1014,2019-03-02,2536
1015,2019-07-02,1554
1016,2019-10-23,1901
1017,2019-10-20,725
1018,2019-06-23,1496
1019,2019-01-09,1467
1020,2019-02-25,2773
1021,2019-09-30,79
1022,2019-09-17,1431
1023,2019-02-23,2803
1024,2019-01-15,1477
1025,2019-02-17,419
1026,2019-04-24,2376
1027,2019-02-18,252
1028,2019-01-20,895
1029,2019-11-25,1954
1030,2019-12-23,2409
1031,2019-01-21,253
1032,2019-01-11,1115
1033,2019-05-29,2797
1034,2019-12-25,1141
1035,2019-07-10,2396
1036,2019-07-03,1362
1037,2019-09-21,145
1038,2019-11-12,2980
1039,2019-05-23,1843
1040,2019-06-09,583
1041,2019-11-16,1119
1042,2019-05-03,2104
1043,2019-02-06,1136
1044,2019-11-18,2511
1045,2019-08-19,2185
1046,2019-10-17,1167
1047,2019-03-06,235
1048,2019-02-13,919
1049,2019-10-10,2052
1050,2019-12-13,2960
1051,2019-11-13,1947
1052,2019-11-08,1159
1053,2019-11-11,1223
1054,2019-10-07,1397
1055,2019-04-11,2882
1056,2019-08-31,991
1057,2019-12-15,2025
1058,2019-04-12,2044
1059,2019-05-11,2204
1060,2019-03-09,70
1061,2019-02-02,2782
1062,2019-04-27,933
1063,2019-11-28,2174
1064,2019-03-31,2119
1065,2019-12-09,2466
1066,2019-06-22,1071
1067,2019-09-30,2234
1068,2019-08-17,449
1069,2019-08-19,892
1070,2019-03-18,565
1071,2019-03-16,2757
1072,2019-11-26,728
1073,2019-09-21,2
1074,2019-08-06,569
1075,2019-04-06,1584
1076,2019-02-04,2201
1077,2019-06-29,390
1078,2019-10-01,1865
1079,2019-08-05,2800
1080,2019-06-23,863
1081,2019-05-11,435
1082,2019-12-08,245
1083,2019-04-04,2317
1084,2019-10-22,2700
1085,2019-09-03,2188
1086,2019-09-30,389
1087,2019-05-16,2102
1088,2019-07-05,1382
1089,2019-08-25,762
1090,2019-10-16,1707
1091,2019-07-02,2116
1092,2019-12-14,613
1093,2019-07-03,336
1094,2019-05-30,542
1095,2019-09-23,1395
1096,2019-06-30,535
1097,2019-05-08,2250
1098,2019-01-27,2627
1099,2019-01-08,1264
1100,2019-04-05,2270
1101,2019-12-12,1990
1102,2019-09-12,75
1103,2019-11-09,694
1104,2019-06-02,862
1105,2019-04-01,2121
1106,2019-04-24,2017
1107,2019-03-17,169
1108,2019-10-05,701
1109,2019-03-22,464
1110,2019-08-13,2279
1111,2019-05-05,2953
1112,2019-06-19,176
1113,2019-11-29,370
1114,2019-03-15,2083
1115,2019-11-20,1080
1116,2019-01-17,2774
1117,2019-04-27,2548
1118,2019-01-28,712
1119,2019-02-20,941
1120,2019-07-15,2353
1121,2019-02-23,530
1122,2019-10-25,1008
1123,2019-05-29,1494
1124,2019-05-26,2410
1125,2019-11-23,1047
1126,2019-06-13,1411
1127,2019-03-11,1469
1128,2019-04-08,115
1129,2019-04-18,2657
1130,2019-03-18,940
1131,2019-01-05,2725
1132,2019-08-04,1104
1133,2019-09-29,1168
1134,2019-09-13,2696
1135,2019-10-03,553
1136,2019-10-14,615
1137,2019-12-14,1106
1138,2019-11-02,2353
1139,2019-09-13,2264
1140,2019-03-09,2049
1141,2019-05-22,226
1142,2019-12-09,1288
1143,2019-12-15,560
1144,2019-08-18,957
1145,2019-08-17,972
1146,2019-10-20,545
1147,2019-11-14,2494
1148,2019-11-26,2575
1149,2019-12-16,1305
1150,2019-10-23,1800
1151,2019-07-14,2844
1152,2019-10-05,989
1153,2019-02-10,578
1154,2019-07-24,2691
1155,2019-03-31,2599
1156,2019-10-15,2319
1157,2019-03-11,1459
1158,2019-02-26,507
1159,2019-04-03,2874
1160,2019-04-25,976
1161,2019-07-02,1084
1162,2019-12-18,1795
1163,2019-09-11,88
1164,2019-06-25,2440
1165,2019-08-07,1566
1166,2019-07-18,928
1167,2019-12-08,1759
1168,2019-12-05,218
1169,2019-08-26,353
1170,2019-04-22,462
1171,2019-08-31,446
1172,2019-12-04,1846
1173,2019-08-02,213
1174,2019-05-13,542
1175,2019-07-20,113
1176,2019-06-29,1813
1177,2019-02-01,774
1178,2019-12-08,2909
1179,2019-06-28,1625
1180,2019-12-23,280
1181,2019-11-02,2830
1182,2019-11-04,326
1183,2019-05-27,970
